"claim","verdict","summary","source","link"
"JD Vance holds “anti-marriage-equality views.”","half-true","""I don't think it's actually about gay marriage, it is not about same-sex marriage or same-sex equality,"" Vance said. Vance and Transportation Secretary Pete Buttigieg contradicted each other when asked about Vance’s views of gay marriage. During an Oct. 10, 2022, televised Senate race debate between Vance and Rep. Tim Ryan, D-Ohio, Vance said he opposed the Respect for Marriage Act, then pending before Congress.","Pete Buttigieg","https://www.politifact.com/factchecks/2024/aug/16/pete-buttigieg/buttigieg-overstates-vances-views-on-gay-marriage/"
"El senador Rick Scott no apoya las excepciones al aborto.","false","La campaña de Mucarsel-Powell señaló el apoyo de Scott a la ley de seis semanas de Florida, diciendo que no tenía excepciones de salud mental o excepciones por violación, incesto y trata de personas. La prohibición de las seis semanas en Florida incluye excepciones en casos de violación, incesto y trata de personas hasta las 15 semanas de embarazo, y si la salud o la vida de la embarazada están ""en grave riesgo de deterioro físico sustancial e irreversible"". El 13 de abril de 2023, Scott dijo en X que firmaría la prohibición del aborto de seis semanas de Florida si todavía fuera gobernador.","Debbie Mucarsel-Powell","https://www.politifact.com/factchecks/2024/aug/16/debbie-mucarsel-powell/debbie-mucarsel-powell-engana-sobre-la-postura-de/"
"Minnesota Gov. Tim Walz signed a bill “redefining ‘sexual orientation’ to include pedophiles.”","false","Before the bill passed, Republican state Rep. Harry Niska added language to the bill that said: ""The physical or sexual attachment to children by an adult is not a protected class under this chapter."" The bill amended the definition of ""sexual orientation"" to remove a line that said: ""‘Sexual orientation’ does not include a physical or sexual attachment to children by an adult."" RNC Research, an X account run by former President Donald Trump’s campaign and the Republican National Committee, posted Aug. 6 that Walz signed a bill into law ""removing ‘physical or sexual attachment to children by an adult’ from (Minnesota’s) human rights law — redefining ‘sexual orientation’ to include pedophiles.""","Social Media","https://www.politifact.com/factchecks/2024/aug/16/social-media/no-tim-walz-didnt-sign-a-bill-giving-legal-protect/"
"Gov. Tim Walz delivered paid family leave in Minnesota but “Republicans are blocking” a Biden-Harris proposal.","mostly-true","We found that Walz signed paid family leave into law in 2023. ""Democrats favor a comprehensive bill that would cover paid family and medical leave for new parents and those needing leave for their own serious illness or to care for a seriously ill family member, while Republicans have focused on leave for new parents only,"" Waldfogel said. Democrats have proposed paid family leave bills akin to what Walz signed for a decade.","Pete Buttigieg","https://www.politifact.com/factchecks/2024/aug/16/pete-buttigieg/fact-checking-buttigiegs-claim-that-republicans-ar/"
"“Bob Casey and Kamala Harris want to BAN fracking.”","false","Harris did support a fracking ban when she ran for president in 2020. Harris said she supported a ban on fracking when she ran for president in 2020. McCormick said Casey and Harris ""want to ban fracking.""","Dave McCormick","https://www.politifact.com/factchecks/2024/aug/16/dave-mccormick/pennsylvania-sen-bob-casey-has-never-called-for-ba/"
"“We’re losing 300,000 people a year to fentanyl that comes through our border. We had it down to the lowest number and now it’s worse than it’s ever been.”","pants-fire","Moreover, though the number of opioid deaths has risen since Trump left office, it’s incorrect to claim they were the ""lowest"" while he was president. Annual U.S. fentanyl deaths have increased since he left office, but Trump’s claim about 300,000 deaths has no basis in fact and is contradicted by figures his press secretary shared. Trump’s claim that fentanyl deaths were the ""lowest"" during his administration and are now worse than ever is also off the mark.","Donald Trump","https://www.politifact.com/factchecks/2024/aug/16/donald-trump/trump-drastically-inflates-annual-fentanyl-death-n/"
"Kamala Harris voted in favor of passing a law in 2022 to tax tips.","false","The claim that the IRS would hire 87,000 IRS agents came from a 2021 Department of Treasury report that said the IRS would use the $80 billion from the Inflation Reduction Act to hire 86,852 full-time employees. The IRS did propose a tip reporting program in 2023 that would let service industry employers report tips voluntarily to help with tax compliance. And the IRS tip reporting program is a voluntary program that would replace existing tax compliance programs.","Instagram posts","https://www.politifact.com/factchecks/2024/aug/15/instagram-posts/no-kamala-harris-didnt-vote-in-2022-for-a-law-that/"
"Dr. Leo Ferreira, a cancer researcher shown in a video clip, was on the plane that crashed in Brazil on Aug. 9.","false","A Facebook post claimed that ""Dr. Leo Ferreira,"" a cancer researcher shown in a video clip, was on the plane that crashed Aug. 9 in Brazil. Dr. José Roberto Leonel Ferreira, a professor and radiologist with an imaging center in Brazil, died in the crash, according to news reports. The Associated Press and local news reports said Dr. José Roberto Leonel Ferreira, a recently retired doctor and professor, was among the passengers who died in the crash.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/15/facebook-posts/social-media-posts-misidentify-immunologist-as-som/"
"Videos of media talking about Tim Walz as a ""happy warrior"" are proof of government propaganda legalized by Barack Obama.","false","An Instagram post said videos of media talking about Walz as a ""happy warrior"" are proof of government propaganda legalized by Barack Obama. The Instagram post’s narrator referred to a law change during Obama’s administration that she said ""legalized government propaganda"" and led to the news outlets ""repeating the same Democratic talking points."" False social media posts in recent years have said the law legalized government propaganda in the U.S.","Instagram posts","https://www.politifact.com/factchecks/2024/aug/15/instagram-posts/no-this-obama-era-law-didnt-legalize-propaganda-an/"
"Says Elon Musk posted on X, “Any harassment of Trump supporters using the term ‘weird’ will be punished.”","false","An Aug. 7 Instagram post sharing an image of the purported X post was flagged as part of Meta’s efforts to combat false news and misinformation on its News Feed. The image in the Instagram post includes no such logo. ""‘Weird’ is being used as a slur against Trump supporters, and it will not be tolerated on this platform,"" reads what looks like a July 30 X post from Musk.","Viral image","https://www.politifact.com/factchecks/2024/aug/15/viral-image/no-elon-musk-didnt-say-x-users-will-be-punished-fo/"
"Photo from an Aug. 14 campaign event in Michigan shows “JD Vance couldn’t fill a small room.”","false","Kamala’s Wins shared the photo at 12:13 p.m. About an hour later, at 1:30 p.m., Meryl Kornfield, a staff writer at The Washington Post, posted on X a photo from the Vance campaign event that showed a bigger crowd with almost every seat occupied. An X account called Kamala’s Wins shared a photo Aug. 14 from Vance’s rally that day outside Cordes Inc., a Byron Center, Michigan, trucking company. ""The photo of a virtually empty Vance rally going around doesn’t accurately depict the crowd size now.","X posts","https://www.politifact.com/factchecks/2024/aug/15/tweets/viral-photo-misleads-on-crowd-size-at-vances-michi/"
"Video shows Boston Red Sox player Jarren Duran getting a “MASSIVE” ovation after his two-game suspension for homophobic slur.","pants-fire","As the X community note points out, the video opened with a clip of Tigers and Red Sox fans giving a standing ovation to Tigers star Miguel Cabrera, who was playing his final game at Fenway Park on Aug. 13, 2023. You can see several of the same fans in the TikTok video in the 2017 video below, including a woman in a red shirt and blue jacket, and a man in a Red Sox jersey standing next to a little boy in a Boston cap. ""Jarren Duran returns to the lineup after a 2 game suspension to a MASSIVE ovation from Fenway Park,"" said sticker text on an Aug. 14 TikTok video that had more than 8,300 likes.","TikTok posts","https://www.politifact.com/factchecks/2024/aug/15/tiktok-posts/video-showing-boston-red-sox-fans-ovation-for-jarr/"
