claim,verdict,explanation,source,link,id
“Melania Trump just filed for divorce MINUTES ago in Palm Beach.”,pants-fire,"We rate the claim that Melania Trump filed for divorce Sept. 1 in Palm Beach Pants on Fire! ""The streets are saying Melania Trump just filed for divorce MINUTES ago in Palm Beach,"" read a Sept. 1 Threads post. On Sept. 1, Jones also posted on X saying, ""BREAKING: Melania Trump filed for divorce in Palm Beach* county through online e-file system, time stamped today at 5:12 PM ET.""",Threads posts,https://www.politifact.com/factchecks/2024/sep/04/threads-posts/no-melania-trump-didnt-file-for-divorce-in-palm-be/,65b87062-95c2-4480-885d-d1eeda2eca80
“Police found human remains and evidence of cannibalism” at Oprah Winfrey’s home.,pants-fire,"More than seven months later, a screenshot of one response is being shared on other social media platforms: ""That time police found human remains and evidence of cannibalism in her LA home that she sold in 2013."" ""why are ppl actually believing this … y’all believe anything""  We rate claims police found evidence of cannibalism and human remains at Winfrey’s home Pants on Fire! We looked for news stories, police reports and other credible sources to corroborate this claim but found none.",Viral image,https://www.politifact.com/factchecks/2024/aug/07/viral-image/police-didnt-find-human-remains-and-cannibalism-ev/,2dee3b61-4e0d-4142-811f-e780731c9362
Hurricane Helene was the product of intentional weather modification.,pants-fire,"The project focused on a hurricane that struck Florida on Oct. 12, 1947. There’s no proof that Hurricane Helene was formed through weather modification. Allen cited Project Stormfury, a NOAA project in the 1960s that ""involved seeding existing hurricanes.""",Instagram posts,https://www.politifact.com/factchecks/2024/sep/27/instagram-posts/hurricane-helene-was-not-a-product-of-weather-modi/,4c972df9-1f9b-4ec4-83db-8140c350fba5
Image shows “Michelle Obama’s necklace from DNC speech” said “Mike.”,pants-fire,"The image in the post is not from the 2024 convention, where she wore navy and had her hair up. ""Michelle Obama’s necklace from DNC speech goes instantly viral,"" read the text that appeared over an image of Obama shared in a Sept. 2 Instagram post. The image in this post was altered.",Viral image,https://www.politifact.com/factchecks/2024/sep/11/viral-image/michelle-obama-wore-a-vote-necklace-at-the-2020-dn/,7c33c7a4-af58-493e-b7b2-5ba5d773af73
Says Minnesota Gov. Tim Walz had his stomach pumped “after overingesting horse semen.”,pants-fire,"Although there is a West Point News in West Point, Nebraska, we didn’t find a West Point Daily News. We also found no West Point General Hospital in West Point, Nebraska, or evidence of a Dr. Amanda Thompson who worked there. The photo that appears in the purported stomach-pumping story has been used in connection with his time teaching there at Mankato West High School.",Viral image,https://www.politifact.com/factchecks/2024/aug/09/viral-image/story-about-gov-tim-walz-getting-his-stomach-pumpe/,f983b61f-1a53-4412-82b6-e2614b96d157
The Minnesota Vikings have denounced Tim Walz: “We don’t suppᴏrt his values.”,pants-fire,"We rate the claim that Minnesota Vikings denounced Walz Pants on Fire! A viral Facebook post claimed the NFL’s Minnesota Vikings distanced itself from home state Gov. ""The Minnesota Vikings have denoᴜnced Tim Walz: ""We don’t sᴜpport his values,"" a Sept. 11 Facebook post, featuring a photo of Walz, said.",Facebook posts,https://www.politifact.com/factchecks/2024/sep/12/facebook-posts/touchdown-false-the-minnesota-vikings-didnt-denoun/,7b20c90e-0569-4a09-bc18-86b794b7535e
"Karine Jean-Pierre, President Joe Biden’s press secretary, ended a press conference when a reporter asked about Donald Trump’s assassination attempt.",false,"We rate the claim that Jean-Pierre ended a press conference when a reporter asked about Donald Trump’s second assassination attempt False. News of an apparent second assassination attempt Sept. 15 on former President Donald Trump has led to a slew of misinformation online. In an Instagram reel, Fox News correspondent Peter Doocy says to Jean-Pierre, ""It’s been only two days since somebody allegedly tried to kill Donald Trump again, and you’re here at the podium in the White House Briefing Room calling him a ‘threat.’ How many more assassination attempts on Donald Trump until the president and the vice president and you pick a different word to describe Trump other than ‘threat’?""",Instagram posts,https://www.politifact.com/factchecks/2024/sep/18/instagram-posts/no-bidens-press-secretary-didnt-walk-out-when-aske/,24dbecd0-5f0a-456b-8aa1-8dcbbeb294fe
Shows video of damage from Hurricane Helene.,false,"We rate the claim that this video shows scenes of Hurricane Helene False. We found a record of the fifth clip showing debris flying across an apartment complex being shared online before Helene. Set to the wail of sirens, a viral video on social media claims to show scenes of Hurricane Helene and its aftermath.",Facebook posts,https://www.politifact.com/factchecks/2024/sep/28/facebook-posts/no-these-clip-dont-show-hurricane-helene-in-florid/,35c6ee08-8908-42b5-a81a-5d7222239d5f
The order of candidate names on North Carolina’s ballot shows a “clear attempt at voter manipulation.”,false,"There’s no evidence North Carolina’s election ballot has been manipulated. The post said the order of names listed on North Carolina’s ballot shows a ""clear attempt at voter manipulation."" Pundits and political strategists pay attention to the order of names on a ballot because candidates whose names are listed first tend to perform better than candidates whose names are listed further down the ballot, researchers have found.",X posts,https://www.politifact.com/factchecks/2024/aug/28/tweets/no-north-carolinas-ballot-order-doesnt-show-attemp/,1712708b-7c9d-48d9-813e-e3520d46677d
Video shows tornadoes in Canada.,false,"We rate claims this video shows tornadoes in Canada False. ""Tornado storm in Canada,"" the text over the video says. That video was shared as a mirror image of the one seen in the Canada claim.",Viral image,https://www.politifact.com/factchecks/2024/sep/12/viral-image/a-video-purporting-to-show-tornadoes-in-canada-twi/,a0f39cdc-2602-449f-8ae9-a2b855deb1a0
"Vice President Kamala Harris' comments in Augusta, Georgia, show the Biden administration is offering Hurricane Helene victims only $750 in relief.",false,"We rate the claim that Harris said the Biden administration is providing only $750 to Hurricane Helene victims False. As of Oct. 4, FEMA said the Biden administration provided more than $45 million ""in flexible, upfront funding"" to Hurricane Helene survivors. The White House said in an Oct. 2 fact sheet that through the Serious Needs Assistance program, FEMA had paid out more than $1 million to more than 1,400 North Carolina households within 24 hours.",Instagram posts,https://www.politifact.com/factchecks/2024/oct/04/instagram-posts/kamala-harris-didnt-say-only-750-was-available-to/,62cca788-7257-49be-8418-26a2d2518885
"""FEMA is out of money and doesn't have money to transfer to those people affected by the hurricane ... they used the money to assist illegal immigrants.""",false,"In a video on X, Hovde claimed FEMA is ""out of money"" amid Hurricane Helene recovery and the agency ""used the money to assist illegal immigrants."" FEMA says ""no money is being diverted from disaster response needs,"" such as international or border-related issues. Here’s what FEMA says about claims that Hovde and others have made about Hurricane Helene.",Eric Hovde,https://www.politifact.com/factchecks/2024/oct/08/eric-hovde/eric-hovde-circulates-false-hurricane-helene-claim/,ce7cb3d0-e49b-4df1-bbe1-1dbad4fd1a82
A Republican representative posted a response to the vice presidential debate before it happened.,false,"We rate claims a genuine Republican congressman prematurely responded to the vice presidential debate False. Did a lawmaker accidentally tweet his partisan analysis of the Oct. 1 vice presidential debate hours before it even began? ""Sorry, I had an intern send this out at 7am instead of 7pm,"" Kimble said in response to the premature debate post.",Viral image,https://www.politifact.com/factchecks/2024/oct/09/viral-image/no-this-isnt-a-real-republican-representative-prem/,a121e70a-c557-46e9-85d0-d0778d476b84
Kamala Harris’ “plan to tax unrecognized Capital Gains mean(s) if your house goes up in value you will have to pay that Tax Even if you don’t sell your House!”,barely-true,"Some economists said an unrealized capital gains tax would promote more equity in the tax code. Most crucially: Most Americans wouldn’t have to pay a tax on the appreciated value of their unsold assets and this tax would apply only to people with more than $100 million in wealth. Social media posts claimed Harris’ ""plan to tax unrecognized Capital Gains mean(s) if your house goes up in value you will have to pay that Tax Even if you don’t sell your House.""",Facebook posts,https://www.politifact.com/factchecks/2024/aug/30/facebook-posts/harris-backs-an-unrealized-capital-gains-tax-it-wo/,4517b50e-7675-458f-941c-79683246a621
Former President Donald Trump admitted during the Sept. 10 presidential debate that he “blew up the Nord Stream pipeline.”,pants-fire,"An Instagram video said Trump admitted during the Sept. 10 presidential debate that he ""blew up the Nord Stream pipeline."" Alex Pfeiffer, a Trump campaign team member, also referred PolitiFact to a 2019 Atlantic Council article about Trump imposing sanctions that halted the completion of the Nord Stream 2 pipeline. The Instagram video then cut to Trump at the debate saying, ""He said ‘Russia was afraid of him.’ I ended the Nord Stream 2 pipeline.""",Instagram posts,https://www.politifact.com/factchecks/2024/sep/13/instagram-posts/did-donald-trump-take-credit-for-blowing-up-the-no/,00b75df4-d4b1-4c75-a173-a068289a40cf
“Violent crime was up under Donald Trump.”,half-true,"But in 2020, the violent crime rate spiked to 385.2 per 100,000 people — higher than any previous year under Trump. Even accounting for the 2020 spike, the violent crime rate in Trump’s final year was still lower than it was during the final year of his predecessor, President Barack Obama. However, the violent crime rate in Trump’s final year was still slightly lower than it was during the final year of his predecessor, Obama.",Tim Walz,https://www.politifact.com/factchecks/2024/aug/07/tim-walz/was-tim-walz-right-that-violent-crime-was-up-under/,615e3aa5-6b41-499e-a572-9f5fca9d4a01
